OXRatio        Centrality:10-40
pT(GeV/c)      ParRec         JetPt          UESub          Total          
1.55           9.62727        0.495085       1.60758        9.77312        
2.5            14.7778        4.41277        2.37571        15.6045        
3.25           10.7874        8.57199        2.55169        14.0128        
4.35           9.14381        4.74587        1.89051        10.4741        
