OXRatio        Centrality:40-100
pT(GeV/c)      ParRec         JetPt          UESub          Total          
1.55           8.37617        5.61159        1.77781        10.2377        
2.5            13.3063        4.34652        4.84654        14.8135        
3.25           8.86909        2.98973        5.69102        10.9539        
4.35           8.29425        0.769983       3.35464        8.98004        
