XLRatio        Centrality:0-100
pT(GeV/c)      ParRec         JetPt          UESub          Total          
1.1            4.26244        2.65518        9.9212         11.1197        
1.9            3.61095        3.87136        7.04415        8.81172        
2.5            2.7591         0.553842       1.91217        3.40232        
3.25           2.4699         1.31152        1.41935        3.13609        
4.35           4.90015        1.53176        0.217775       5.1386         
6.5            3.82585        2.64186        0.80627        4.71875        
