Omega          Centrality:10-40
pT(GeV/c)      ParRec         JetPt          UESub          Total          
1.55           15.6489        2.72782        3.02226        16.1698        
2.5            5.00374        9.67858        1.11492        10.9524        
3.25           6.9728         6.9263         0.461988       9.83905        
4.35           1.4832         11.3938        0.670826       11.5095        
