OXRatio        Centrality:0-10
pT(GeV/c)      ParRec         JetPt          UESub          Total          
1.55           12.3627        6.57758        35.2654        37.944         
2.5            16.4033        2.7772         0.260867       16.6388        
3.25           11.3507        5.56642        10.6473        16.5284        
4.35           8.32479        5.98574        0.11936        10.254         
