OLRatio        Centrality:40-100
pT(GeV/c)      ParRec         JetPt          UESub          Total          
1.55           8.13682        4.64085        3.08103        9.86094        
2.5            13.2914        1.64293        1.60691        13.4886        
3.25           8.99356        0.959973       6.29602        11.0202        
4.35           7.42567        0.232575       4.4423         8.65614        
