OLRatio        Centrality:0-100
pT(GeV/c)      ParRec         JetPt          UESub          Total          
1.55           9.65369        0.4407         3.58824        10.3084        
2.5            14.9461        4.98062        0.0919229      15.7544        
3.25           10.7684        1.12168        6.78302        12.776         
4.35           7.46534        3.04816        0.291048       8.06891        
