OKRatio        Centrality:40-100
pT(GeV/c)      ParRec         JetPt          UESub          Total          
1.55           8.26673        2.0931         1.99103        8.75695        
2.5            13.3287        0.80042        2.56944        13.5976        
3.25           8.96354        1.0444         5.40008        10.5165        
4.35           7.40137        0.430473       4.72028        8.789          
